Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,Packets/Time,target
TLS,TCP,1,192.168.1.2,443,58119,1514,72.22326896236926,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.22947497162806,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.25585327806515,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.28558264229137,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.30183849345293,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.32817286476453,0
TCP,TCP,0,23.220.203.49,58119,443,54,72.35112843418138,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.3471620827667,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.36000444254823,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.38963703807825,0
TCP,TCP,0,23.220.203.49,58119,443,54,72.33865574614893,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.34476766567795,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.37098760545058,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.39719297064552,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.39991416494979,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.40598160898858,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.3184047997643,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.33118079228511,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.33726893419188,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.36670938015243,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.36610101960477,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.37549587788465,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.40155153510283,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.39092564603207,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.40029324937525,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.43629433323669,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.42565643889851,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.45163282957725,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.45762687427234,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.44698942382993,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.44301128191351,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.47556864655745,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.49482198254604,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.51074066693515,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.5432535179415,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.5491775122308,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.56837562050166,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.56432513419395,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.58349672886017,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.5728101310013,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.5985876564523,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.60446350368704,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.58053786972222,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.59964841980585,0
ICMP,None,1,192.168.1.2,0,0,90,72.62205328265726,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.64113565013221,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.67012942399744,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.70242012872738,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.69499093657751,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.69748748788668,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.72641915936958,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.74541857784946,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.75118585047241,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.77676770093099,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.78911999255627,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.7849525892577,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.790687117579,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.79311815272251,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.81532651210026,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.84741244069642,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.84321509098416,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.86208616391802,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.88094201438194,0
TLS,TCP,1,192.168.1.2,443,58119,177,72.90637535205626,1
TLS,TCP,1,192.168.1.2,443,58119,1100,72.91202514092387,1
TLS,TCP,1,192.168.1.2,443,58119,1100,72.9242549980124,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.93647381494826,1
TLS,TCP,1,192.168.1.2,443,58119,686,72.93222927075466,1
TCP,TCP,0,23.220.203.49,58119,443,54,72.9608768192904,0
TLS,TCP,1,192.168.1.2,443,58119,1514,72.94675798765861,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.95565405011978,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.95468892935462,1
TLS,TCP,1,192.168.1.2,443,58119,1514,72.97013708589958,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.00198666137702,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.0206895268266,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.00000169225844,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.00884587246804,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.01440398330772,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.04944440362563,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.06808493491233,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.0277683915275,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.01368667656197,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.02249247375714,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.05742911708862,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.08908718677252,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.11092404559477,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.08700503361102,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.11861178827081,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.1208172385164,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.15239475125193,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.17416409127772,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.20245045309647,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.2078687959852,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.18066920129172,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.16329040923196,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.17197129506921,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.18715174925664,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.20557428208235,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.23699982389545,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.27167034325915,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.28679475745916,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.30190785984533,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.31700811288918,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.3190850706963,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.32440984075478,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.35248188252937,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.35778488825501,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.36957938603702,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.37162209284132,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.37366167690783,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.39841020431761,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.37449182547832,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.37004735070968,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.38503457687042,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.38058706052165,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.38261440586862,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.38140732972435,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.34145710124537,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.34350209046988,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.35521730949621,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.34114237168427,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.35284345853638,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.38063373587501,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.39874991167814,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.38788439230184,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.40597740963507,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.44014638105267,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.44856041883585,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.43124864677807,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.43965592434147,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.45447737404724,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.45965604299433,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.48729791868746,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.50208457506912,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.52649008163303,0
TCP,TCP,0,23.220.203.49,58119,443,54,73.55088280388523,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.5367513914806,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.51623390012084,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.53097120616678,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.55851042930252,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.57642506455113,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.59112544678878,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.62182749789838,0
TCP,TCP,0,23.220.203.49,58119,443,54,73.6365010305388,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.65116307901386,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.66581442011282,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.67405189992448,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.70148197497535,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.71609775213318,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.72430229258362,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.72290563202878,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.7310980349352,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.73608747694,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.74107325604868,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.77478885715375,0
TCP,TCP,0,23.220.203.49,58119,443,54,73.7989122534629,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.81982821804166,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.80561106087602,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.80417021867639,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.83142912371721,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.83634998594978,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.81896456239151,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.83980680973116,0
TLS,TCP,1,192.168.1.2,443,58119,709,73.87019264163986,1
TLS,TCP,1,192.168.1.2,443,58119,1100,73.89738055540406,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.8290816382562,1
TLS,TCP,1,192.168.1.2,443,58119,686,73.83716385380158,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.86112274646433,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.88506851632508,0
TLS,TCP,1,192.168.1.2,443,58119,1514,73.89947062110566,1
TLS,TCP,1,192.168.1.2,443,58119,272,73.91068412413749,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.91871320274608,1
TLS,TCP,1,192.168.1.2,443,58119,536,73.93943238924206,1
TLS,TCP,1,192.168.1.2,443,58119,1514,73.95696473544098,1
TCP,TCP,0,23.220.203.49,58119,443,54,73.974485044453,0
TCP,TCP,0,23.220.203.49,58119,443,54,73.99516704060001,0
TLS,TCP,1,192.168.1.2,443,58119,1514,74.00314140062585,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.01428218500972,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.02858373235426,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.03653210651572,1
TCP,TCP,0,23.220.203.49,58119,443,54,74.02863116039525,0
TLS,TCP,1,192.168.1.2,443,58119,1514,74.0460729792045,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.04133844496255,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.03344586959136,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.0540200104365,1
TCP,TCP,0,23.220.203.49,58119,443,54,74.07774432032797,0
TLS,TCP,1,192.168.1.2,443,58119,1514,74.08564356992737,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.09037448003178,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.0761521545655,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.05248864221065,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.07299066368935,1
TCP,TCP,0,23.220.203.49,58119,443,54,74.10294230647065,0
TCP,TCP,0,23.220.203.49,58119,443,54,74.129728549422,0
TLS,TCP,1,192.168.1.2,443,58119,1514,74.13442347499529,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.13911436162034,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.10916117344685,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.08869606691437,1
TCP,TCP,0,23.220.203.49,58119,443,54,74.11540425669648,0
TLS,TCP,1,192.168.1.2,443,58119,1514,74.10438061173797,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.12163411022122,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.12945434778666,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.14040692319635,1
TCP,TCP,0,23.220.203.49,58119,443,54,74.14193550105567,0
TLS,TCP,1,192.168.1.2,443,58119,1514,74.14973504477425,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.16693453113804,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.18725955921683,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.19502946747956,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.19025781429049,1
TLS,TCP,1,192.168.1.2,443,58119,1514,74.1510710176311,1
TCP,TCP,0,23.220.203.49,58119,443,54,74.15884141992288,0
TLS,TCP,1,192.168.1.2,443,58119,1514,74.1884887035182,1
TLS,TCP,1,192.168.1.2,443,58119,1031,74.20561643666751,1
TCP,TCP,0,23.220.203.49,58119,443,54,74.23836912014212,0
TCP,TCP,0,23.220.203.49,58119,443,54,74.26798501241726,0
DATA,UDP,1,192.168.1.2,6881,54557,62,74.30072015665475,1
DATA,TCP,0,197.210.65.79,58143,48709,55,74.29902543624371,0
DATA,UDP,0,27.7.52.137,54557,6881,62,74.33173398206934,0
DATA,UDP,1,192.168.1.2,6881,54557,62,74.3519157498366,1
TCP,TCP,1,192.168.1.2,9933,58127,60,73.94282002665341,1
TCP,TCP,1,192.168.1.2,9933,58128,60,73.96917378431299,1
TCP,TCP,0,45.127.56.194,58127,9933,54,74.0017048889092,0
TCP,TCP,0,45.127.56.194,58128,9933,54,74.03113181253883,0
TCP,TCP,1,192.168.1.2,46057,58129,60,74.03579319524381,1
TCP,TCP,0,65.49.14.186,58129,46057,54,74.06829012769973,0
TCP,TCP,0,65.49.14.186,58129,46057,54,74.10077817767103,0
DATA,TCP,0,197.210.65.79,58143,48709,55,74.13016224789085,0
DATA,TCP,0,77.18.134.67,58132,36026,55,74.05130603202082,0
TCP,TCP,1,192.168.1.2,46057,58129,60,74.0713810772763,1
DATA,UDP,0,103.80.12.64,54557,62396,68,74.0883572809577,0
TCP,TCP,0,78.129.241.180,58146,36273,66,74.10840824051185,0
TCP,TCP,0,176.71.233.119,58147,53232,66,74.12536223909541,0
TCP,TCP,0,51.218.28.147,58148,7547,66,74.12995889648322,0
DATA,UDP,1,192.168.1.2,62396,54557,62,74.15306200542507,1
TCP,TCP,1,192.168.1.2,36273,58146,66,74.17306732907872,1
TCP,TCP,0,78.129.241.180,58146,36273,54,74.199233629547,0
BITTORRENT,TCP,0,78.129.241.180,58146,36273,122,74.22538757731307,0
TCP,TCP,1,192.168.1.2,53232,58147,60,74.25770682141767,1
TCP,TCP,0,176.71.233.119,58147,53232,54,74.29001726758281,0
TCP,TCP,1,192.168.1.2,7547,58148,66,74.28835081352281,1
TCP,TCP,0,51.218.28.147,58148,7547,54,74.32063462028817,0
DATA,TCP,0,51.218.28.147,58148,7547,279,74.3498215295308,0
TCP,TCP,1,192.168.1.2,36273,58146,60,74.37899947729731,1
TCP,TCP,0,78.129.241.180,58146,36273,54,74.41125798014534,0
TCP,TCP,0,78.129.241.180,58146,36273,54,74.35397724907153,0
TCP,TCP,1,192.168.1.2,36273,58146,60,74.38619057673334,1
TCP,TCP,0,23.220.203.49,58119,443,54,74.41839736110767,0
TLS,TCP,1,192.168.1.2,443,58119,78,74.45059613491051,1
TCP,TCP,1,192.168.1.2,443,58119,60,74.44575580386443,1
TCP,TCP,0,23.220.203.49,58119,443,54,74.47175724518911,0
DATA,UDP,0,172.217.160.142,50098,443,108,74.49466179961749,0
TCP,TCP,1,192.168.1.2,36273,58146,60,74.51138608125903,1
TCP,TCP,1,192.168.1.2,36273,58146,60,74.53426825854574,1
DATA,TCP,0,176.71.233.119,58147,53232,55,74.53246714186062,0
DATA,UDP,1,192.168.1.2,20313,54557,62,74.5584087181378,1
TCP,TCP,0,51.218.28.147,58148,7547,279,74.58433883372945,0
DATA,UDP,1,192.168.1.2,26599,54557,62,74.61642710677494,1
DATA,TCP,0,197.210.65.79,58143,48709,55,74.64542227971786,0
DATA,UDP,0,103.198.98.2,54557,55847,62,74.67440786639163,0
DATA,UDP,0,86.22.59.226,6881,57836,146,74.7095578954271,0
TCP,TCP,1,192.168.1.2,6890,58100,60,74.73852496086334,1
DATA,UDP,1,192.168.1.2,55847,54557,62,74.77366097877751,1
TCP,TCP,0,209.141.41.70,58100,6890,54,74.77789975476394,0
TCP,TCP,0,209.141.41.70,58100,6890,54,74.73278388394009,0
DATA,UDP,0,103.198.98.2,54557,55847,130,74.76169290258197,0
DATA,UDP,1,192.168.1.2,55847,54557,62,74.79059312069279,1
SSDP,UDP,0,239.255.255.250,47437,1900,167,74.82565241520476,0
DATA,UDP,1,192.168.1.2,57836,6881,359,74.85453346912428,1
TLS,TCP,0,157.240.23.53,55367,443,85,74.88340573570476,0
DATA,TCP,0,176.71.233.119,58147,53232,55,74.91226848418597,0
TCP,TCP,1,192.168.1.2,443,55367,60,74.94420912775412,1
TCP,TCP,1,192.168.1.2,6890,58100,60,74.94526621917919,1
DATA,UDP,1,192.168.1.2,61071,54557,62,74.97718174339214,1
DATA,UDP,0,27.6.96.217,54557,61071,62,75.00600171926376,0
DATA,TCP,0,77.18.133.195,58135,36026,55,75.02863554805107,0
DATA,UDP,1,192.168.1.2,61071,54557,62,75.0605244406422,1
DNS,UDP,0,192.168.1.1,58587,53,75,75.08931454689706,0
ICMP,None,1,192.168.1.2,0,0,90,75.11809591395586,1
SSDP,UDP,0,239.255.255.250,47437,1900,167,75.14686781005393,0
TLS,TCP,1,192.168.1.2,443,55367,92,75.17253829200449,1
TCP,TCP,1,192.168.1.2,443,55367,92,74.53318922681696,1
TCP,TCP,0,157.240.23.53,55367,443,66,74.55570921458607,0
SSDP,UDP,0,239.255.255.250,47437,1900,167,74.581257181938,0
DATA,UDP,1,192.168.1.2,20630,54557,62,74.60375605994444,1
TCP,TCP,0,23.220.203.49,58149,443,66,74.62624322120574,0
TCP,TCP,1,192.168.1.2,443,58149,66,74.01303991712537,1
TCP,TCP,0,23.220.203.49,58149,443,54,74.03248103574533,0
TLS,TCP,0,23.220.203.49,58149,443,639,74.03399342185799,0
TCP,TCP,1,192.168.1.2,443,58149,60,74.06237127771996,1
TLS,TCP,1,192.168.1.2,443,58149,298,74.07879409263876,1
TLS,TCP,0,23.220.203.49,58149,443,118,74.1071495801161,0
TLS,TCP,0,23.220.203.49,58149,443,146,74.099667629139,0
TLS,TCP,0,23.220.203.49,58149,443,838,74.11009250370883,0
TLS,TCP,1,192.168.1.2,443,58149,309,74.13840942275671,1
TLS,TCP,1,192.168.1.2,443,58149,124,74.16373220427373,1
TCP,TCP,0,23.220.203.49,58149,443,54,74.19203094757673,0
TLS,TCP,0,23.220.203.49,58149,443,85,74.22629136226234,0
TCP,TCP,0,77.18.134.67,58132,36026,54,74.23366903854306,0
TCP,TCP,0,65.49.14.171,58150,61334,66,74.25596501206172,0
TCP,TCP,0,75.140.86.213,58151,26030,66,74.15901376243671,0
TCP,TCP,1,192.168.1.2,443,58149,60,74.16045280931408,1
TCP,TCP,1,192.168.1.2,443,58149,60,74.14702745950213,1
TLS,TCP,1,192.168.1.2,443,58149,494,74.1752140549711,1
TLS,TCP,1,192.168.1.2,443,58149,1100,74.20041957856124,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.22561500534451,1
TLS,TCP,1,192.168.1.2,443,58149,686,74.25079892343096,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.2789481591548,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.29221616782525,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.28169379739637,1
TLS,TCP,1,192.168.1.2,443,58149,904,74.27118643680116,1
TCP,TCP,0,23.220.203.49,58149,443,54,74.30224898059923,0
TLS,TCP,1,192.168.1.2,443,58149,1514,74.33033374271805,1
TLS,TCP,1,192.168.1.2,443,58149,686,74.32574016559855,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.34786183761936,1
TLS,TCP,1,192.168.1.2,443,58149,686,74.36700372811082,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.38613492345824,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.39931945498762,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.41842871242505,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.43159253844811,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.44178043379894,1
TCP,TCP,0,23.220.203.49,58149,443,54,74.46679254369049,0
TLS,TCP,1,192.168.1.2,443,58149,1514,74.44434440510639,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.45451192356772,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.46763473407421,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.46593982434094,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.46128896701326,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.4625584795849,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.45791409965467,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.46804627935197,1
TCP,TCP,0,23.220.203.49,58149,443,54,74.49294205429308,0
TLS,TCP,1,192.168.1.2,443,58149,1514,74.51487304097724,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.53679359313917,1
TLS,TCP,1,192.168.1.2,443,58149,1027,74.55279322447274,1
TCP,TCP,0,23.220.203.49,58149,443,54,74.58060271902191,0
TCP,TCP,0,23.220.203.49,58149,443,54,74.60840410246944,0
TLS,TCP,0,23.220.203.49,58149,443,254,74.6302833191,0
DATA,TCP,0,176.71.233.119,58147,53232,55,74.65215213738402,0
TLS,TCP,1,192.168.1.2,443,58149,496,74.67992386826664,1
TLS,TCP,1,192.168.1.2,443,58149,1100,74.70768750736963,1
TLS,TCP,1,192.168.1.2,443,58149,1100,74.7354423539946,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.75727062186004,1
TLS,TCP,1,192.168.1.2,443,58149,686,74.76133980767939,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.78906131026783,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.79606940809164,1
TCP,TCP,0,23.220.203.49,58149,443,54,74.82081249241527,0
TLS,TCP,1,192.168.1.2,443,58149,1514,74.82780165579248,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.83478615572768,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.84176388563391,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.8103600204203,1
TCP,TCP,0,23.220.203.49,58149,443,54,74.83208950474733,0
TLS,TCP,1,192.168.1.2,443,58149,1514,74.84200641720106,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.84896629531956,1
TCP,TCP,0,23.220.203.49,58149,443,54,74.87361222298044,0
TCP,TCP,0,23.220.203.49,58149,443,54,74.89529797467803,0
TLS,TCP,1,192.168.1.2,443,58149,1514,74.89338596307583,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.88263904641249,1
TCP,TCP,0,23.220.203.49,58149,443,54,74.91018300741183,0
TLS,TCP,1,192.168.1.2,443,58149,1514,74.93771830449494,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.95640444187768,1
TCP,TCP,0,23.220.203.49,58149,443,54,74.98392056854013,0
TLS,TCP,1,192.168.1.2,443,58149,1514,74.98785391628536,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.98589498272636,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.99571019873233,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.02023282915654,0
TCP,TCP,0,23.220.203.49,58149,443,54,75.04180295228578,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.06041730813145,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.01431657768516,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.99179621233635,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.02212617310235,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.03776732013444,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.04752738486665,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.99278066329096,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.99961425350654,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.9158049540164,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.9255771094469,1
TCP,TCP,0,23.220.203.49,58149,443,54,74.95577773637429,0
TLS,TCP,1,192.168.1.2,443,58149,1514,74.96844936758019,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.97527342481709,1
TCP,TCP,0,23.220.203.49,58149,443,54,74.99960175833573,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.00057235735102,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.9519977046426,1
TCP,TCP,0,23.220.203.49,58149,443,54,74.97919914797765,0
TLS,TCP,1,192.168.1.2,443,58149,1514,74.98017827509044,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.98988757534818,1
TLS,TCP,1,192.168.1.2,443,58149,1514,74.99668040565379,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.00055762809596,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.02188003837958,0
TCP,TCP,0,23.220.203.49,58149,443,54,75.05192146120102,0
TCP,TCP,1,192.168.1.2,61334,58150,60,75.07904520179142,1
TCP,TCP,0,65.49.14.171,58150,61334,54,75.10616053265959,0
BITTORRENT,TCP,0,65.49.14.171,58150,61334,122,75.1332667636084,0
